,job_id,title,description,company_name
55,3497509795,Senior Programmer/Analyst,"Job descriptioni5 Technology Group is seeking a highly-qualified Senior Programmer/Analyst to join our fast-growing team to support a dynamic role in Annapolis, MD. The Senior Programmer Analyst will be responsible for providing technical support and analysis for the development of new products and services for a Maryland judiciary entity.This is a full-time, 100% REMOTE, contract position with our customer. You will play an essential role in supporting case management systems that directly impact statewide court systems, therefore the qualified candidate must be able to report onsite within 4 hours of notification.If you have served in our Armed Forces, U.S. veterans are strongly encouraged to apply.REQUIRED QualificationsB.S. in Computer Science or related field (or equivalent work experience)8+ years of experience in software development, testing, and deploymentExperience with object-oriented programming languages, such as C++, Java, and/or JavaScriptPREFERRED QualificationsWindows programming experience with desktop databases and Embarcadero RAD Studio C++.Java programming and UNIX experience.Ten (10) years of programming experience with Embarcadero RAD Studio, Borland C++ Builder, Borland VCL, Quick Reports, TCP/IP Sockets, FTP, and SMTP on Windows platform.Ten (10) years of cross-platform application integration programming experience involving: (1) Windows, AIX, and Mainframe systems using Sockets, LU6.2 or similar protocols.Six (6) years of experience administering Linux with Oracle, CVS, MySQL, Apache.Three (3) years of Java programming experience and Oracle Application Server.Three (3) years of web development with Microsoft .NET framework.Court case management experience.About Usi5 Technology Group is an IT professional services provider and management consulting firm. Our consultants are highly trained subject matter experts with more than 20 years of hands-on experience in information technology. We help organizations modernize and streamline their workplace technology with custom IT solutions, provide guidance on the strategic planning of their IT portfolio to align with their mission, develop governance for change management, and implement sustainable processes for the operations and growth of their IT infrastructure.
",
56,3497543368,Water Resources Engineer,"Go to job posting here!Please note: You must use this link to apply for the job through the Department of Water Resources website and the CalHR process. Applying through LinkedIn is not allowed.https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=387763 
Job Description (see full job duty statement using the link above)One of DWR’s most vital responsibilities is to provide accurate hydrologic runoff forecasts that aid water management decisions, flood and drought management response, environmental and water quality decisions, and even help the public plan recreational opportunities. The California Cooperative Snow Surveys Unit needs innovative and passionate engineers who can handle technical, organizational, and field hydrology duties in support of DWR’s historic California Cooperative Snow Surveys (CCSS) program and its state-of-the-art Aerial Remote Sensing of Snow (ARSS) program.  
If this sounds like an exciting challenge for you, then we have the perfect position to consider. As a Water Resources Engineer, you would be responsible for developing and running watershed-specific hydrologic models using your programming, scripting, and modeling skills and applying them to machine learning and neural network applications, and physically based and climate-informed snow and runoff hydrology models. You will work with the unit manager to run the CCSS and ARSS programs coordinating and analyzing snow surveying and remotely sensed snowpack data and participating in field data collection including conducting snow surveys. This is a unique opportunity to combine your passion for climate, hydrology, and engineering ingenuity into an exciting career opportunity supporting two of DWR’s most innovative and impactful programs.",California Department of Water Resources
57,3529464114,Machinist,"Lead Machinist - HAAS Mill/Lathe
We are a busy plastics machine shop in Long Beach, CA. We have openings for two qualified lead machinists. This is a full time position with some overtime. Our hours of operation are Monday through Thursday from 6:00 AM - 3:30 PM and Friday 6:00 AM - 10:00 AM. Any overtime will be worked on Fridays after 10:00 AM and possibly Saturdays 7:00 AM - 12:00 PM.
Basic Function/Summary: To operate machinery in a safe and efficient manner according to management direction.
Duties and Responsibilities:Set up and operate HAAS CNC Mill with NGC Controller and Slant Lathe with NGC Controller.Must have experience with Autodesk and Inventor CamAbility to work well with personnel, train new employees as required.Understanding indexable tooling with the use of different grade inserts.Proper uses of Inspection equipment to ensure parts conform to drawing and product specification, including note charts and tolerance tables.Understanding the difference between left hand and right hand tooling.How to indicate vices and collet holders for Mill Machines and how to indicate Axial and radial tooling for Slant Lathes.Must be familiar with G Codes and M Codes.Not a requirement to know, but it is a plus to understand macro variables.Understanding of Probing is a plus, not a necessity.Observe operations of machine and verify conformance of machined parts to specifications, using measuring instruments such as gages, calipers and micrometers.Notify management of deviation of allowed tolerances.Record length of time and quantity of materials used for each job.Maintain work area in a clean, orderly and safe manner that includes returning tools and fixtures to designated areas.Follow established work policies and procedures paying special attention to safety regulations.Notify management of product or material discrepancies, equipment malfunctions and/or personal injury.Wear personal protective gear in accordance with training guidelines and management instruction.Perform routine and minor maintenance on equipment.Perform other related duties as assigned.
Qualifications:To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Skills:Oral Communication SkillsExcellent AttendanceProfessionalismWritten Communication SkillsOrganizationReading SkillsPlanningTechnical CommunicationMath Aptitude
Education/Training:Degree: High School diploma or equivalent. 8-10 years related experience and/or 10 years related training or equivalent combination of education and experience.
Experience:The candidate should have one year experience with HAAS related controllers. Autodesk and Inventor Cam experience is necessary. Less than one year experience using calipers and micrometers is required. Lead machinist experience is requested.
Language Ability:The ability to read a limit of two and three syllable words and to recognize similarities and differences between words and between series of numbers. Also the ability to print and speak simple sentences in English and in Spanish.
Math Ability:Ability to add, subtract, multiply, and divide in all units of measure, using whole numbers, common fractions, and decimals. Knowing Trigonometry and Geometry is necessary.
Reasoning Ability:Ability to apply common sense understanding to carry out detailed but uninvolved written or oral instructions. Ability to deal with problems involving a few concrete variables in standardized situations.
Work Environment:The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.While performing the duties of this job, the employee is regularly exposed to work near moving mechanical parts; fumes or airborne particles and toxic or caustic chemicals. The employee is occasionally exposed to outdoor weather conditions; risks of electrical shock and vibration.The noise level in the work environment is usually at a minimum.
Physical Demands:The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.The employee must occasionally lift and/or move a maximum of 50 pounds. While performing the duties of this job, the employee is regularly required to stand; walk; use hands; reach with hands and arms; climb or balance; stoop, kneel, crouch, or crawl; talk or hear and taste or smell. 90% of each day will be standing.
Job Type: Full-timeSalary: $25.00 - $35.00 per hour
Benefits:401(k)401(k) 3% MatchDental insuranceHealth insuranceLife insurancePaid time offVision insurance
Schedule:Day shiftEvening shiftMonday to FridayMorning shiftOvertimeWeekends as needed
Experience:Machining: 1 year (Required)
Job Location:Long Beach, CA 90805",Plasidyne Engineering & Mfg
58,3532222332,Automotive Service Advisor,"We are a full automotive repair facility located at 350 National Avenue Thomson, Ga 30824. We are a family owned business since 1998. We are looking to invite someone to our team that is looking to make a career with working at our company. Our employees are treated as if they are a part of the family, and many of our employees are tenured and look to retire with our business. If health benefits, retirement options, as well as weekends and holidays off is what you are searching for, then this position is for you. Starting pay is negotiable depending on experience and reputable references. 
ResponsibilitiesInteract with customers, listen to their questions and concerns and provide timely responses Educate clients about the company’s products, services and offersSchedule appointments, take orders, monitor service progress, calculate charges and process payments.Review customer accounts and report changes to internal staff.Ability to manage complaints, returns and resolve customer grievances Record customer details and transactionsServe as a resource and support between customers, technicians, and management 
QualificationsProficient With ComputersCommunicate Well With Customers And Technicians
Preferred Qualifications:Prior experience in customer or automotive serviceExperience in Tekmetric or other automotive software

",
59,3532827942,CDL A Truck Driver,"Company DescriptionBowers Transport has been providing nationwide transportation services since 1972. Located in Walnut, CA, Bowers has the trucking capabilities to relocate anything from standard legal loads to oversize, overweight, and over height loads throughout Southern California. Bowers Transport prides itself on providing excellent service at a moment's notice and has the ability to react quickly and efficiently. Bowers Transport understands each job is just as important as any other, making us your best choice for your transportation needs today, tomorrow, and into the future.
Role DescriptionThis is a full-time on-site CDL A Truck Driver role located in Walnut, CA. The Truck Driver will be responsible for loading, transporting, and unloading goods while operating a tractor-trailer. The driver will be required to maintain an accurate logbook, maintain communication with dispatch, and comply with all safety regulations.
QualificationsValid CDL A license and clean driving recordExperience in commercial driving and a working knowledge of DOT regulationsExperience in loading and unloading equipment onto and off of trailersExperience in flatbed loading and securingAbility to read and interpret shipping documentsPhysical ability to load and unload goods manuallyExcellent communication skills and a positive attitudeAbility to work independently and meet deadlinesHigh school diploma or equivalentBilingual in Spanish and English is a plus",Bowers Transport
60,3538940637,Security Systems Installer,"Company: AAA CONTROL, LLCLocation: Austin TexasJob Type: Full-Time
AAA CONTROL, LLC is a leading provider of advanced security solutions, dedicated to ensuring the safety and security of individuals, businesses, and communities. With a strong commitment to excellence and innovation, we specialize in designing, installing, and maintaining state-of-the-art security systems tailored to our clients' unique needs.
Job Description:We are seeking a skilled and motivated Lead Security Installer to join our team. As a Lead Security Installer, you will take charge of designing, installing, and maintaining cutting-edge security systems while providing leadership to a team of installation professionals.Responsibilities:Collaborate with clients to assess security needs and design comprehensive security systems.Lead the installation, integration, and configuration of security components, ensuring accuracy and adherence to industry standards.Provide guidance, training, and support to a team of security installation technicians.Manage project timelines, resources, and budgets to ensure successful project completion.Conduct thorough quality checks on installed systems to ensure optimal performance.Troubleshoot and resolve technical issues with installed security systems promptly.Maintain clear and effective communication.Create detailed documentation of system designs, installation procedures, and maintenance protocols.Stay updated with the latest advancements in security technology and industry best practices.Ensure compliance with safety guidelines and regulations during installations.
Qualifications:Detail-oriented and highly organized.Proven experience in security system installation.Proficiency in installing, configuring, and troubleshooting security systems, including alarm systems, surveillance cameras, and access control.Ability to work independently or as part of a team.Excellent communication skills for client interactions and team coordination.Analytical and problem-solving skills to diagnose and resolve technical issues.Attention to detail to ensure accurate installations and quality assurance.Relevant industry certifications (e.g., Certified Security Technician) are a plus.Basic project management skills for efficient project execution.Must have a valid driver's license and reliable transportation.Must pass a criminal background check.
Benefits:Competitive salary.Opportunities for career advancement within a dynamic company.Access to the latest security technology and tools.Collaborative and supportive work environment.Ongoing professional development and training opportunities.
If you are a dedicated security professional looking to lead a team and make a meaningful impact in the field of security, we invite you to apply for the Lead Security Installer position at AAA CONTROL, LLC. Join us in creating secure environments through innovative security solutions.
To apply, please submit your resume and a cover letter detailing your relevant experience and why you are interested in this role.

",AAA Control LLC
61,3557311439,Territory Associate ,"Job Responsibilities
As a Hiossen Implant Territory Associate, you will be part of a dynamic implant sales team dedicated to positively affecting the lives of our customers and clients on a daily basis! You will participate in the recruitment and engagement of AIC course participants from various dental offices, build relationships with AIC customers and clients, and help grow Hiossen’s client base. And you will be responsible for providing our doctors with a best in class clinical learning experience!
After successfully completing our 2-week product & territory management training and level-assessment program, you will have the opportunity to:
Be part of a fast paced, energetic work environment engaging potential clients to understand their unique business needs develop strategies for how Hiossen Implant courses can help them. Work closely with seasoned Territory Representatives and Branch Managers throughout the closing process. Visit at least 6 different dental offices daily. Complete doctor recruitment tasks. Build quality relationships with new clients in various AIC courses. Collaborate with like-minded, hardworking people to meet growing business needs. Meet with potential clients, and assist them with the AIC registration process. 
Job Requirements
High school diploma or general education degree (GED); or one to two years related experience and/or training; or equivalent combination of education and experience. Must have a valid driver’s license with a clean driving record. Must have the ability to travel within your assigned territory. 
Physical Requirements
Prolonged periods of sitting, walking, and standing at customer’s office and other meeting locations. Must be able to lift up to 15 pounds at times. Must be able to drive. 
Compensation & Benefits
Base Salary: $43,000 - $45,000Uncapped CommissionWelcome Allowance$230 Biweekly Car AllowanceUnlimited Gas Card$40 Biweekly Cellular AllowanceMedical, DentalVision,100% Company sponsoredBasic Life Insurance and AD&D, 100% Company sponsoredShort Term and Long Term Disability Insurance, 100% Company sponsored401(k) plan with a company match up to 5%Paid Time Off, including pro-rated Paid Sick Time Off9 Paid Holidays per year",Hiossen
62,3557380225,Project Manager,"
University of Alaska Southeast (UAS) is looking for two project managers One if full time and one is part time 10-20 ours per week.
The Project Manager manages capital improvement projects through planning, design, construction and closeout. The specific duties vary significantly depending on the size, complexity and importance of the project, along with the experience of the project manager. 
If you enjoy working with a team, seeing things built and fantastic pot-lucks please apply at https://careers.alaska.edu/en-us/job/525424/temporary-project-manager for the part time position and https://careers.alaska.edu/en-us/job/525383/project-manager for the full time position.
Hash Tags #projectmanager, #engineer, #architect, #construction, #project, #manager",University of Alaska Southeast
63,3558876274,Executive Assistant/Office Manager,"The ideal candidate will provide top-level assistance for a business owner. They should be well-organized and be comfortable scheduling meetings and responding to emails on the executive's behalf. This position will deal with insurance applications, processing, issuing documents, and detail-oriented work that carries much responsibility. Many different hats are worn daily. This person will be trained in insurance processing to tattoo bookings to yacht charter sales and whatever else comes down the road. Life is sales and good communication. This position requires the applicant to be a good person, actually care about clients and their well-being, be very trusted, and also long term. This position was held for 15 years by my last office manager. Running the office, management of a team, basically the right hand to the owner, eventually running all aspects of the business operations. That is what I am looking for. Compensation is very strong for the right long-term candidate. ResponsibilitiesAssisting in running multiple business ventures including a 32 year old Insurance AgencyAll aspects that save time for the owner.Aid owner in the success of other business ventures.Responding to emails and document requests on behalf of the owner.
QualificationsSelf Driven, goal-oriented with great computer skills.Bachelor's degree or equivalent experienceProficient in Microsoft Office suite, Outlook, Square, Ring Central is a good to have. Especially Outlook.Experience in managing multiple priorities, administrative coordination, and logisticsWell-organized, detail-oriented, ability to multi-task with great follow-up skillsStrong written and verbal communication skillsMust have great sense of humor! Life is too short for a dull and boring environment. This is a serious business empire that is growing daily, but I must have light-hearted, wicked sense of humor, and strong personality types around me. Making money is half the game...enjoying the game while you are playing it is the other half.",
64,3562282884,Aquatics Maintenance Specialist,"DESCRIPTION OF WORK:Under general management, the Aquatics Maintenance Specialist monitors, supports, and assists with aquatics operations and maintenance, and property maintenance of Schryver Park. This position provides basic facility maintenance, maintains proper chemical balance for the pool, coordinates building maintenance and cleanliness, and attends to park maintenance needs in Schryver Park.ESSENTIAL JOB FUNCTIONS:(The following statements are illustrative of the essential functions of the job and do not include other nonessential or auxiliary duties required. The City of Manitou Springs retains the right to modify or change the duties or essential functions of the job at any time.)• Diagnoses, repairs, and supervises maintenance of public swimming pools, water systems, filter systems, pumps, and playground equipment.• Oversees maintenance, testing and tracking of chemical balance and general water chemistry; supervises training on proper chemicals, cleaning, and pump and filter maintenance; supervises and assists with the transportation and storing of hazardous chemicals.• Ensures the pool and training areas are clean, well-maintained, and free of hazards.• Complete maintenance of the pool area; respond to swimming pool related work orders, assess and repair non-functioning machinery or equipment; recommend repairs of electrical and mechanical equipment.• Ensures facility will meet or exceed health department code and expectations; oversees building maintenance and coordinates projects with the parks department or outside companies as needed.• Assist with gathering bids, compiling quotes, managing projects and various maintenance tasks; communicates with contractors through bid process; manages project work and closures.• Maintains inventory of pool supplies and alerts supervisor of shortages; assists in ordering supplies.• Provide general assistance, information, and instruction to the public regarding water and other related public safety issues; receives, responds to and/or resolves questions, assists with inquiries and complaints from the public and refers to management.• Identifies problems and writes incident reports in accordance with applicable ordinances and departmental policies/procedures; ensures the health and safety of all patrons.• Oversees and coordinates a plan for daily upkeep of facilities and grounds; assists with backwashing and pool/spa cleaning program.• Performs maintenance of property grounds including Schryver Park, pollinator beds, and the pond.EDUCATION AND EXPERIENCE• 3 years of pool maintenance experience required.• Certified Pool Operator certification preferred, or can obtain within 1 year of hire.• American Red Cross Lifeguard, CPR for Professionals, First Aid or equivalent, or able to obtain within 60 days of hire.• Lifeguard Instructor certificate required within one year of hire.",City of Manitou Springs
65,3564601168,Sales Executive,"The candidate for this position will excel at creating and closing new opportunities. By using a consultative approach to selling, this person will use their expertise to identify and qualify leads, leading to sales opportunities with both new and existing customers.  ResponsibilitiesMeet and exceed sales targets Successfully create business from new and existing customer accounts Manage complex negotiations with senior-level executives Build rapport and establish long term relationships with customers
Qualifications2-5 years' quota carrying sales experience Experience and working knowledge of CRM systems Demonstrable track record of over-achieving quota Strong written and verbal communication skills",Jaxson Maximus
66,3568598527,Electrical Controls Systems Designer,"Epcon Industrial Systems in the Woodlands is seeking experiencedElectrical Controls Systems Designer/PLC/HMI programmer  with 3-5 years of experience, for PLC-based combustion-related systems.Knowledge and experience with Heating Systems, general controls and conveyorsExperience with the following:· Ladder Logic design of electrical controls· 480V / 3 Ph / 60 Hz Power Wiring Design· 120V wiring circuit design· PLC programming experience with PLC's such as Allen Bradley and SiemensStrong electrical/mechanical aptitude and experience.Growth potential, excellent working conditions and benefits.
Send resumes to careers@epconlp.com","Epcon Industrial Systems, LP"
67,3580193834,Territory Manager,"The role of territory manager primarily revolves around managing and growing sales volume in a specific territory. 
ResponsibilitiesEducating our client network on the advantages of our manufacturing partners. Performing routine presentations.Provide and demonstrate sample product Cultivating new relationships with potential new clientsAssist in management of projectsAssist in production of bid responsesAnswering customer service and warranty callsPerforming minimal reports to aid in organization and future management of territory
QualificationsExcellent verbal and written communication skillsShowing history of working within variety of computer applicationsComfortability in public speakingAbility to lift product in and out of vehicles
About Thentic Group:Thentic Group is an independent rep group that partners with exceptional small to medium sized manufacturers. These manufacturers produce furniture that adhere specifically to healthcare, higher education and commercial environments. We believe in high levels of face to face activity, while maintaining a strong presence of digital marketing to support. Field activity, customer service and a positive attitude are the pillars of our organization!",Thentic Group
68,3584068782,Sales Account Executive - Court & Process,"Position SummaryThe Account Executive role focuses on developing new business development opportunities for service offerings available through First Legal. The position will focus on actively and successfully pursuing new clients and growing the existing book of business. The Account Executive will also be responsible for client relationship maintenance at key accounts within the prescribed account development cycle. This role will be a part of the First Legal Sales Team and will interact with local Account Managers, Sales Representatives, and Regional Manager within each sector. The position will be 75% client-facing (temporarily virtual in some cases) and 25% inside sales.
Must reside in San Francisco area.
Job QualificationsBachelor's degree in business management, administration, or related field and a minimum of 5 years professional solutions-based outside sales experience in fast-paced, multifaceted attorney services and/or legal environment or equivalent combination of education and experienceSuccessful track record in developing and executing strategic business development action plans within a prescribed territory and generating SARG (same account revenue growth) from existing client base by leveraging cross-selling opportunities and other best practicesQualifying New Business - Identifying and initiating contact with all decision-makers, securing initial client visits with all qualified prospectsSecuring New Business – Converting prospects into new clients and growing additional business with existing clientsChampion for exceptional customer service in providing business solutions to anticipate and meet client base needsA commitment to excellence and to making a difference; results-driven, improvement focused, and action-oriented self-starter who can handle various responsibilities simultaneously and proactively and continually look for a better way of doing thingsAbility to travel within prescribed territory and represent First Legal at social networking events Job Duties(* Denotes an ""Essential function"")Securing new and building upon existing Attorney and Law Firm clients to provide Court & Process Litigation Support servicesOffer and conduct Attorney continuing Legal Education opportunitiesIdentifying viable client prospects from various sources, including directories, contact lists, databases, leads, internet resources, and personal networkingMaintain all account and client detail information accurately in our Customer Relationship Management System (CRM), including solid account management habits, opportunity identification, and forecastingRecognizing and expanding on market conditions and discovery phase of litigationAttend industry-related functions to explore networking opportunities and gain enhanced product knowledgeMaintain high-level confidentiality with regards to all internal, external matters and other material as deemed necessaryMeet or exceed established sales goals and objectives as prescribed by EVP of Sales and Regional ManagerPrepare weekly/monthly/quarterly reports as directed by EVP of Sales and Regional Manager
Schedule/LocationHours 8:30am-5:00pmRemote - San Francisco (must be available to meet with clients in-person as needed) Salary + Commission 

First Legal is the first truly comprehensive File Thru Trial™ solutions firm. With over 17 offices across the United States, First Legal has been serving thousands of law firms and corporations for more than 30 years across our six divisions - Court & Process, Depositions, Discovery, Records, Digital and Investigations. Our success comes through our company culture of innovation and trust, commitment to quality service, and depth of industry knowledge. Our mission is to be the most dependable and trusted business partner for our clients by serving every aspect of the litigation workflow. First Legal partners with our clients on a national basis to achieve the most efficient litigation solutions for the betterment of our clients.",First Legal
69,3586162459,Teradata Developer,"Duration: 6-12+ Months
Overview of Role:Individuals should be able to design, develop and support application solutions with a focus on Teradata for a Financial domain.
Responsibilities:Strong conceptual understanding of the context and business requirements. Should be able to understand the business needs, produce Data Discovery, High-Level design, and Low-level design documents, and implement code following the best practices.Ability to perform data quality checks methodically to understand how to accurately utilize client data.Ability to communicate results and methodology with the project team and clients. Should be able to work in offshore/onshore models.Ability to meet deadlines and thrive in a banking environment.Provides solutions for data-driven applications involving large and complex data and provides reconciliation and test cases.
Required Skills• Should be detail-oriented and be able to multi-task well under stringent deadlines• Financial Domain Knowledge• Experience in Teradata, Unix, Mainframes and ETL.• Experience interacting with business users, understanding requirements and providing quick solutions.• Must have excellent exposure to project documentation.• Willingness to learn and adapt to changes Desired Skills:• Teradata Certifications
","Sapience, Inc"
70,3587706348,Construction and Project Manager,"The ideal candidate will have experience in managing a NYC commercial office project from start to finish. This candidate will be able to create a plan of action which will consider a fixed timeline and evaluate risks. This individual should also have experience managing people and be an effective communicator.  ResponsibilitiesDirect and oversee completion of projectDevelop plan of action including schedule, resources and work planAssess risks and establish contingency plansManage work and inputs from variety of stakeholders
QualificationsBachelor's degree5+ years of experience in project management Demonstrated ability to deliver a completed projectStrong communication skillsExperience working with a team
","KPG Funds (""KPG""​)"
71,3587919328,Executive Director,"Position: Executive Director Overview:The Village Learning Place (VLP) is seeking a full-time Executive Director with demonstrated leadership and management skills to lead our organization in fulfilling its mission: to promote literacy, cultural awareness, and lifelong learning through access for all ages to information, resources, and educational programs. Our ideal candidate is an innovative, strategic thinker with strong interpersonal skills and a growth mindset. Applicants should embrace working with diverse communities in Baltimore, especially through the nonprofit sector. In addition, applicants should have proven knowledge of and strong commitment to managing all aspects of a community-focused, grant-funded nonprofit. Applicants should value lifelong learning, community collaboration, and share a commitment to a culture of equity.The Village Learning Place is a 501(c)3 nonprofit neighborhood lending library that houses educational programs, enrichment opportunities, and informational resources in the Charles Village neighborhood of Baltimore City. It is our belief that libraries are not only a repository for books, but also serve as community centers focused on the personal and professional growth of their patrons.The VLP’s historic building was once Branch 6 of Baltimore’s Enoch Pratt Free Library, commissioned by philanthropist Pratt himself in 1896. It is now a physical embodiment of community endeavor and a symbol of neighborhood pride. When the Pratt Library closed the Charles Village branch in 1997, residents rallied, staged a funeral march, and lovingly restored the building. By community forum, they created the Village Learning Place to fill the neighborhood’s need for accessible resources.Since its grassroots inception over 25 years ago, the VLP has directly responded to the needs of the surrounding neighborhood by serving as an anchoring institution, a symbol of local pride, provider of the Let's Invest in Neighborhood Kids (LINK) after school and summer programs, and a gathering place for a diverse community. We promote a learning-oriented culture that is friendly, welcoming, and supportive of the success and well-being of every person.
Hours: Position is for full-time, exempt employment. This position involves workingsome evenings and occasional weekend hours. Description: The Executive Director is responsible to lead and influence our organizationtoward favorable growth, and to design and direct strategies that support and enhance our organizational operations. Duties for the Executive Director include managing company assets, optimizing financial operations, providing leadership to all staff, establishing organizational goals and outcomes, advising the board of directors on organizational activities, overseeing and streamlining daily operations, and maintaining positive relationships with internal and external stakeholders and partners. This individual will steward the organization in furthering its mission while upholding the equity and antiracism values of the organization.
Responsibilities:  Leadership and Management● Develops and directs the vision and organizational strategy; articulates the organizational strategic plan to the community and facilitates the roles of the Board of Directors, staff and volunteers in fulfilling the mission and strategy.● Leads and collaborates as part of a team to achieve the VLP’s mission and to integrate the VLP’s core principles of Commitment, Compassion, Honesty, and Patience in all efforts.● Directly manages the Director of Library Programs and Services, the Director of Development, and the Director of Organizational Performance and Equity. Indirectly manages approximately 20 staff (including 10 youth education staff).● Ensures the recruitment and retention of qualified, dedicated, and diverse staff members.● Serves as liaison between the Board of Directors and the organization, regularly reporting progress, challenges, and opportunities. Financial Oversight● Supervises development of annual budget and periodic financial statements, including an annual audit.● Manages budget and administers finances and records of the organization, including bookkeeping, payroll and personnel, insurance, and charitable and grant reports.● Works with Board of Directors, senior leadership staff, and external accountant to develop long-term plans for financial stability. Community Relations and Fundraising● Acts as senior organization spokesperson in all external communications, ensuring consistent communications of organizational activities and priorities.● Develops and manages partnerships and collaborations with external organizations to enhance the educational programs and services of the organization.● Supports the development of a fundraising plan to diversify the funding base, in partnership with the Director of Development and the Board of Directors.● Identifies and develops new opportunities and relationships which result in building a sustainable and growing donor base, in coordination with the Director of Development.● Participates in the development of and reviews final grant proposals, ensuring accurate and timely reporting for grants.● Participates in donor cultivation and stewardship processes in coordination with the Director of Development.● Performs other duties as required for the organization and requested by the Board of Directors. Minimum Desired Qualifications:● 10+ distinguished years in management positions● Proven track record as a leader in not-for-profit organizations● Master’s Degree preferred; MED, MSW, MLS or MBA a plus● Success in setting and achieving goals in a complex operating environment● Experience in budget creation, administering finances and managing multiple funding sources● Experience in recruiting, motivating, and managing staff and volunteers● Demonstrated fundraising success and experience managing government grants● Demonstrated ability to build and maintain relationships with a wide array of people – junior and senior, for-profit and nonprofit, and from diverse backgrounds● Outstanding communication and interpersonal skills are essential● Passionate about Village Learning Place’s mission and impact Benefits:● Healthcare benefits including prescription and dental● Simple IRA retirement savings plan with match● Paid time off and paid holidays● Professional development COVID-19 Vaccination Requirement:Employees must be vaccinated against COVID-19.
Salary: $100,000 - $110,000 commensurate with experience Please send a cover letter and resumé detailing your interest in the position to board.president@villagelearningplace.org. Applications will be considered on a rolling basis, with a preferred deadline of September 30, 2023. Please specify the position in the email subject line. No phone calls. Qualifying candidates should be prepared to provide references and a writing sample on request. Post-offer background check and fingerprinting required.Learn more at www.villagelearningplace.org",Village Learning Place
72,3596450056,Structural Engineer,"Are you a structural engineer with expertise in forensic investigation, concrete construction, or structural restoration who would like the opportunity to have a mix of office and field engagement that leads to direct involvement with construction and repairs in your next role?
Does working within a collaborative team of a rapidly scaling division of a well-respected company sound like the type of environment you would enjoy working within?
As an essential business providing critical engineering and repair services to the parking garage industry StructureCare is growing and we would love to talk to you about the opportunities within our company.
We are hiring for a Structural Engineer to join the StructureCare team! The Structural Engineer will survey and evaluate existing structures and prepare the associated inspection reports. They will communicate the assessment results and follow up plans with the Territory Manager. The Structural Engineer will confer with project personnel to provide technical advice and ensure issues are effectively brought to resolution. Additionally, this role is responsible for providing technical sales support to enhance existing customer relationships and to assist with securing new ones.
Responsibilities:Surveys and evaluates existing structures for maintenance and repair needs. Prepares and issues associated inspection reports for use by the customer and Territory Manager.Communicates assessments and follow up plans with Territory Manager.Engineers all structural repairs within assigned territory.Reviews calculations, structural drawings, and construction documents and related questions as required. Refers questions or seeks technical advice from Senior Director, StructureCare as needed.Researches building codes and specifications as required.Provides technical sales support to Business Development Representative's for prospective customers and existing clients.Provides technical advice and guidance to project personnel and subcontractors as needed.Consistently attends technical seminars and training programs to ensure subject matter expertise is up to date and honed.Assists with training new Structural Engineers as needed.
Important Areas of Expertise:Bachelor's or Master's degree in Civil/Structural Engineering, P.E. preferred2 - 5 years’ experience in concrete construction / concrete repair / concrete restoration / forensic investigationWorking knowledge of AutoCAD, Bluebeam, Google applications, MS Office productsStrategic problem-solving aptitudeAbility to work independently or as part of a teamExcellent verbal and written communication skillsFlexibility in a fast paced, evolving work environment
Working for StructureCare:
StructureCare is a unique single source for the engineering, repair, restoration, and maintenance of parking structures of all construction types. Backed by design, construction, and repair experience on over 600 structures, StructureCare helps owners and facility managers make appropriate, cost-effective decisions that promote the long-term durability of their parking garages with an ultimate focus on prevention.Tuition Assistance with 100 percent reimbursement for approved courses and degree programs which are job related and approved in advance by your supervisor.Employee Assistance Program provides professional, confidential assistance for any type of personal issue you or your eligible dependents are experiencing.High Family Foundation Scholarship is awarded annually to the children of High co-workers working at least 1,000 hours per year and employed for at least two years. Recipients are awarded $4,000 for each year they are enrolled in a two- or four-year accredited degree program.Good Measure Award is presented periodically to an individual or team from each of the High companies who exemplifies The High Philosophy and who has gone above and beyond normal job responsibilities to provide ""Good Measure.""Excellent benefits including medical, dental and vision available for full-time coworkers. Vacation is offered to regular full-time coworkers and is earned annually on your anniversary date. You may carry over a portion of your hours into the next anniversary year.401(k) Retirement Plan with a company match.
Important Details:This opportunity will serve the New York / New Jersey territory.This position reports to the Senior Director of Technical Services.Independent schedule management with weekly travel usually including 3 days a week in the field to job sites and 1 or 2 days per week in the office.Limited overnight travel to trade shows, conferences and in the field (customer, job site and plant visits).When visiting the plant or construction sites, you may need to wear PPE's or dress appropriately to protect you from exposure to chemicals, noise, dust, and temperature changes.
EOE/MFDV",StructureCare®
